NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  8.82760E-03,  9.15182E-03,  9.35015E-03,  9.40894E-03,  9.33781E-03,  9.16888E-03,  8.94772E-03,  8.71980E-03,  8.51812E-03,  8.35545E-03,  8.22155E-03,  8.08463E-03,  7.89735E-03,  7.60804E-03,  7.17522E-03,  6.58044E-03,  5.83370E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA,NA,  9.05535E-03,  9.72504E-03,  1.03289E-02,  1.08042E-02,  1.10933E-02,  1.11654E-02,  1.10328E-02,  1.07525E-02,  1.04080E-02,  1.00826E-02,  9.83547E-03,  9.69000E-03,  9.62993E-03,  9.60108E-03,  9.51951E-03,  9.29073E-03,  8.83797E-03,  8.12812E-03,  7.18145E-03,  6.06101E-03,  4.85028E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA,  9.47381E-03,  1.04103E-02,  1.13695E-02,  1.22709E-02,  1.30046E-02,  1.34560E-02,  1.35509E-02,  1.32991E-02,  1.28039E-02,  1.22247E-02,  1.17175E-02,  1.13895E-02,  1.12824E-02,  1.13709E-02,  1.15632E-02,  1.17082E-02,  1.16278E-02,  1.11761E-02,  1.02956E-02,  9.03482E-03,  7.51731E-03,  5.89058E-03,  4.28476E-03,  2.79372E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,  9.59377E-03,  1.07394E-02,  1.20414E-02,  1.34527E-02,  1.48592E-02,  1.60694E-02,  1.68467E-02,  1.70048E-02,  1.65261E-02,  1.56059E-02,  1.45666E-02,  1.37114E-02,  1.32326E-02,  1.32004E-02,  1.35772E-02,  1.42113E-02,  1.48263E-02,  1.50710E-02,  1.46530E-02,  1.34769E-02,  1.16724E-02,  9.49983E-03,  7.22778E-03,  5.05922E-03,  3.11653E-03,  1.45707E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,  9.42777E-03,  1.06589E-02,  1.21677E-02,  1.39933E-02,  1.61222E-02,  1.84238E-02,  2.05806E-02,  2.20920E-02,  2.24624E-02,  2.15463E-02,  1.97402E-02,  1.77578E-02,  1.62186E-02,  1.54525E-02,  1.55572E-02,  1.64849E-02,  1.80079E-02,  1.96163E-02,  2.05651E-02,  2.02154E-02,  1.84239E-02,  1.55712E-02,  1.22453E-02,  8.93818E-03,  5.94267E-03,  3.38658E-03,  1.29812E-03, -3.45042E-04, -1.58870E-03, -2.48892E-03, -3.10508E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,  9.06834E-03,  1.02521E-02,  1.17630E-02,  1.37246E-02,  1.62814E-02,  1.95504E-02,  2.34925E-02,NA,NA,NA,NA,NA,  2.24670E-02,  1.95398E-02,  1.82253E-02,  1.85700E-02,  2.05456E-02,NA,NA,NA,NA,NA,  2.15717E-02,  1.60830E-02,  1.10782E-02,  6.87503E-03,  3.50570E-03,  8.94804E-04, -1.06073E-03, -2.46550E-03, -3.41981E-03, -4.01799E-03, -4.34598E-03, -4.47836E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,  8.63717E-03,  9.69124E-03,  1.10416E-02,  1.28393E-02,  1.53211E-02,  1.88407E-02,  2.38712E-02,NA,NA,NA,NA,NA,NA,NA,NA,  2.19600E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,  1.36141E-02,  7.70487E-03,  3.30999E-03,  9.98881E-05, -2.17547E-03, -3.70996E-03, -4.66565E-03, -5.18443E-03, -5.38958E-03, -5.38333E-03, -5.24518E-03, -5.03280E-03,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,  9.13841E-03,  1.02722E-02,  1.17525E-02,  1.37971E-02,  1.67945E-02,  2.14414E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  1.62793E-02,  8.14281E-03,  2.56312E-03, -1.27508E-03, -3.83842E-03, -5.43456E-03, -6.30339E-03, -6.64930E-03, -6.64521E-03, -6.42857E-03, -6.09979E-03, -5.72585E-03, -5.34720E-03,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,  8.68037E-03,  9.63174E-03,  1.08100E-02,  1.23571E-02,  1.45474E-02,  1.79240E-02,  2.36149E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  7.76959E-03,  9.99455E-04, -3.42210E-03, -6.19628E-03, -7.74455E-03, -8.39650E-03, -8.43835E-03, -8.10992E-03, -7.59335E-03, -7.01143E-03, -6.43651E-03, -5.90451E-03, -5.42848E-03,NA,NA,NA,NA,NA,NA,
NA,NA,NA,  9.16626E-03,  1.01466E-02,  1.13350E-02,  1.28733E-02,  1.50581E-02,  1.85272E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  6.23077E-03, -1.51806E-03, -6.41934E-03, -9.30346E-03, -1.06674E-02, -1.09396E-02, -1.05161E-02, -9.72833E-03, -8.81484E-03, -7.91977E-03, -7.11283E-03, -6.41566E-03, -5.82438E-03, -5.32466E-03,NA,NA,NA,NA,NA,
NA,NA,  8.82897E-03,  9.72554E-03,  1.07410E-02,  1.19259E-02,  1.33980E-02,  1.54285E-02,  1.86413E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  3.76573E-03, -4.62914E-03, -9.93359E-03, -1.28763E-02, -1.39583E-02, -1.37145E-02, -1.26873E-02, -1.13309E-02, -9.95268E-03, -8.71478E-03, -7.67279E-03, -6.82206E-03, -6.13279E-03, -5.57041E-03, -5.10450E-03,NA,NA,NA,NA,
NA,  8.53428E-03,  9.42648E-03,  1.04157E-02,  1.15080E-02,  1.27252E-02,  1.41386E-02,  1.59522E-02,  1.86847E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -1.43914E-02, -1.25200E-02, -1.07339E-02, -9.21424E-03, -7.99791E-03, -7.04845E-03, -6.30680E-03, -5.71736E-03, -5.23680E-03,NA,NA,NA,NA,
NA,  9.11912E-03,  1.01537E-02,  1.13091E-02,  1.25798E-02,  1.39567E-02,  1.54498E-02,  1.71639E-02,  1.94812E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -1.24984E-02, -1.06863E-02, -9.14667E-03, -7.93523E-03, -7.00998E-03, -6.29996E-03, -5.74035E-03, -5.28331E-03, -4.89699E-03,NA,NA,NA,
  8.71593E-03,  9.79091E-03,  1.10404E-02,  1.24824E-02,  1.41234E-02,  1.59465E-02,  1.79066E-02,  1.99745E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -9.10755E-03, -8.16646E-03, -7.32031E-03, -6.63104E-03, -6.07905E-03, -5.62584E-03, -5.23925E-03, -4.89823E-03,NA,NA,NA,
  9.25807E-03,  1.05385E-02,  1.20920E-02,  1.39890E-02,  1.63105E-02,  1.91295E-02,  2.24560E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -5.94734E-03, -6.03671E-03, -5.87912E-03, -5.64221E-03, -5.38120E-03, -5.11325E-03, -4.84529E-03, -4.58182E-03,NA,NA,
  9.79801E-03,  1.13206E-02,  1.32631E-02,  1.58052E-02,  1.92280E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -4.11462E-03, -4.80859E-03, -5.03756E-03, -5.04226E-03, -4.93007E-03, -4.75468E-03, -4.54631E-03,NA,NA,
  1.02861E-02,  1.20593E-02,  1.44335E-02,  1.77596E-02,  2.26945E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -1.83187E-03, -3.59330E-03, -4.37164E-03, -4.67393E-03, -4.72930E-03, -4.65057E-03, -4.49865E-03,NA,NA,
  1.06613E-02,  1.26473E-02,  1.54088E-02,  1.94919E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  2.70588E-04, -2.51337E-03, -3.79477E-03, -4.35945E-03, -4.55823E-03, -4.56041E-03, -4.45500E-03,NA,NA,
  1.08664E-02,  1.29760E-02,  1.59704E-02,  2.05321E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  1.54585E-03, -1.87330E-03, -3.45853E-03, -4.17805E-03, -4.45990E-03, -4.50829E-03, -4.42920E-03,NA,NA,
  1.08660E-02,  1.29755E-02,  1.59695E-02,  2.05304E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  1.54347E-03, -1.87450E-03, -3.45916E-03, -4.17840E-03, -4.46009E-03, -4.50840E-03, -4.42926E-03,NA,NA,
  1.06604E-02,  1.26459E-02,  1.54063E-02,  1.94875E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  2.64305E-04, -2.51659E-03, -3.79649E-03, -4.36040E-03, -4.55876E-03, -4.56070E-03, -4.45515E-03,NA,NA,
  1.02847E-02,  1.20572E-02,  1.44301E-02,  1.77537E-02,  2.26837E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -1.83998E-03, -3.59759E-03, -4.37400E-03, -4.67524E-03, -4.73004E-03, -4.65098E-03, -4.49886E-03,NA,NA,
  9.79638E-03,  1.13182E-02,  1.32594E-02,  1.57993E-02,  1.92181E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -4.12236E-03, -4.81287E-03, -5.03998E-03, -5.04364E-03, -4.93085E-03, -4.75510E-03, -4.54652E-03,NA,NA,
  9.25635E-03,  1.05361E-02,  1.20885E-02,  1.39838E-02,  1.63027E-02,  1.91175E-02,  2.24376E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -5.95770E-03, -6.04261E-03, -5.88256E-03, -5.64423E-03, -5.38237E-03, -5.11390E-03, -4.84563E-03, -4.58196E-03,NA,NA,
  8.71425E-03,  9.78866E-03,  1.10374E-02,  1.24782E-02,  1.41176E-02,  1.59387E-02,  1.78963E-02,  1.99618E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -9.11703E-03, -8.17221E-03, -7.32386E-03, -6.63324E-03, -6.08039E-03, -5.62661E-03, -5.23967E-03, -4.89842E-03,NA,NA,NA,
NA,  9.11711E-03,  1.01511E-02,  1.13058E-02,  1.25757E-02,  1.39517E-02,  1.54441E-02,  1.71579E-02,  1.94758E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -1.25025E-02, -1.06891E-02, -9.14866E-03, -7.93662E-03, -7.01091E-03, -6.30053E-03, -5.74065E-03, -5.28342E-03, -4.89697E-03,NA,NA,NA,
NA,  8.53252E-03,  9.42435E-03,  1.04131E-02,  1.15051E-02,  1.27219E-02,  1.41353E-02,  1.59492E-02,  1.86830E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -1.43881E-02, -1.25179E-02, -1.07327E-02, -9.21367E-03, -7.99765E-03, -7.04831E-03, -6.30667E-03, -5.71720E-03, -5.23660E-03,NA,NA,NA,NA,
NA,NA,  8.82716E-03,  9.72348E-03,  1.07388E-02,  1.19235E-02,  1.33957E-02,  1.54267E-02,  1.86403E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  3.77512E-03, -4.61835E-03, -9.92168E-03, -1.28643E-02, -1.39475E-02, -1.37056E-02, -1.26806E-02, -1.13261E-02, -9.94953E-03, -8.71272E-03, -7.67144E-03, -6.82113E-03, -6.13210E-03, -5.56985E-03, -5.10402E-03,NA,NA,NA,NA,
NA,NA,NA,  9.16449E-03,  1.01447E-02,  1.13330E-02,  1.28713E-02,  1.50562E-02,  1.85251E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  6.23891E-03, -1.50755E-03, -6.40764E-03, -9.29172E-03, -1.06567E-02, -1.09305E-02, -1.05089E-02, -9.72295E-03, -8.81094E-03, -7.91700E-03, -7.11085E-03, -6.41421E-03, -5.82328E-03, -5.32379E-03,NA,NA,NA,NA,NA,
NA,NA,NA,  8.67876E-03,  9.62998E-03,  1.08080E-02,  1.23550E-02,  1.45449E-02,  1.79203E-02,  2.36080E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  7.77378E-03,  1.00699E-03, -3.41300E-03, -6.18682E-03, -7.73561E-03, -8.38865E-03, -8.43185E-03, -8.10477E-03, -7.58939E-03, -7.00843E-03, -6.43424E-03, -5.90278E-03, -5.42713E-03,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,  9.13666E-03,  1.02702E-02,  1.17501E-02,  1.37939E-02,  1.67896E-02,  2.14327E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  1.62726E-02,  8.14356E-03,  2.56757E-03, -1.26879E-03, -3.83143E-03, -5.42766E-03, -6.29706E-03, -6.64381E-03, -6.64064E-03, -6.42487E-03, -6.09686E-03, -5.72352E-03, -5.34536E-03,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,  8.63540E-03,  9.68913E-03,  1.10390E-02,  1.28357E-02,  1.53158E-02,  1.88319E-02,  2.38556E-02,NA,NA,NA,NA,NA,NA,NA,NA,  2.19473E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,  1.36067E-02,  7.70358E-03,  3.31213E-03,  1.03909E-04, -2.17055E-03, -3.70482E-03, -4.66071E-03, -5.17995E-03, -5.38569E-03, -5.38005E-03, -5.24245E-03, -5.03057E-03,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,  9.06617E-03,  1.02493E-02,  1.17593E-02,  1.37193E-02,  1.62734E-02,  1.95380E-02,  2.34735E-02,NA,NA,NA,NA,NA,  2.24506E-02,  1.95290E-02,  1.82165E-02,  1.85598E-02,  2.05308E-02,NA,NA,NA,NA,NA,  2.15490E-02,  1.60697E-02,  1.10716E-02,  6.87287E-03,  3.50639E-03,  8.97207E-04, -1.05738E-03, -2.46174E-03, -3.41602E-03, -4.01441E-03, -4.34274E-03, -4.47552E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,  9.42503E-03,  1.06554E-02,  1.21628E-02,  1.39865E-02,  1.61127E-02,  1.84107E-02,  2.05637E-02,  2.20720E-02,  2.24415E-02,  2.15276E-02,  1.97255E-02,  1.77471E-02,  1.62107E-02,  1.54456E-02,  1.55496E-02,  1.64748E-02,  1.79938E-02,  1.95976E-02,  2.05433E-02,  2.01934E-02,  1.84049E-02,  1.55569E-02,  1.22358E-02,  8.93278E-03,  5.94037E-03,  3.38647E-03,  1.29946E-03, -3.42812E-04, -1.58600E-03, -2.48604E-03, -3.10225E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,  9.59045E-03,  1.07351E-02,  1.20358E-02,  1.34454E-02,  1.48500E-02,  1.60583E-02,  1.68344E-02,  1.69923E-02,  1.65147E-02,  1.55964E-02,  1.45590E-02,  1.37052E-02,  1.32270E-02,  1.31943E-02,  1.35698E-02,  1.42019E-02,  1.48148E-02,  1.50581E-02,  1.46399E-02,  1.34652E-02,  1.16630E-02,  9.49307E-03,  7.22355E-03,  5.05711E-03,  3.11604E-03,  1.45775E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA,  9.47009E-03,  1.04057E-02,  1.13638E-02,  1.22641E-02,  1.29969E-02,  1.34477E-02,  1.35426E-02,  1.32914E-02,  1.27971E-02,  1.22189E-02,  1.17124E-02,  1.13847E-02,  1.12774E-02,  1.13653E-02,  1.15565E-02,  1.17005E-02,  1.16194E-02,  1.11677E-02,  1.02879E-02,  9.02839E-03,  7.51245E-03,  5.88733E-03,  4.28295E-03,  2.79310E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA,NA,  9.05155E-03,  9.72056E-03,  1.03238E-02,  1.07985E-02,  1.10874E-02,  1.11595E-02,  1.10272E-02,  1.07474E-02,  1.04035E-02,  1.00784E-02,  9.83145E-03,  9.68586E-03,  9.62544E-03,  9.59608E-03,  9.51402E-03,  9.28493E-03,  8.83221E-03,  8.12281E-03,  7.17691E-03,  6.05746E-03,  4.84778E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  8.82361E-03,  9.14752E-03,  9.34568E-03,  9.40449E-03,  9.33353E-03,  9.16487E-03,  8.94400E-03,  8.71629E-03,  8.51470E-03,  8.35198E-03,  8.21791E-03,  8.08075E-03,  7.89325E-03,  7.60383E-03,  7.17110E-03,  6.57662E-03,  5.83040E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
